"Year","Week","INF_A","AH3","AH1","yr.wk"
2015,25,102,82,0,"2015-25"
2015,26,130,95,0,"2015-26"
2015,27,71,66,0,"2015-27"
2015,28,104,95,0,"2015-28"
2015,29,80,69,0,"2015-29"
2015,30,68,65,0,"2015-30"
2015,31,67,63,0,"2015-31"
2015,32,54,50,0,"2015-32"
2015,33,65,60,0,"2015-33"
2015,34,75,66,0,"2015-34"
2015,35,55,47,0,"2015-35"
2015,36,57,47,0,"2015-36"
2015,37,55,48,0,"2015-37"
2015,38,78,64,0,"2015-38"
2015,39,74,64,0,"2015-39"
2015,40,49,34,0,"2015-40"
2015,41,45,31,0,"2015-41"
2015,42,54,42,0,"2015-42"
2015,43,62,42,0,"2015-43"
2015,44,47,25,0,"2015-44"
2015,45,33,23,0,"2015-45"
2015,46,38,25,0,"2015-46"
2015,47,36,21,0,"2015-47"
2015,48,43,20,0,"2015-48"
2015,49,42,21,0,"2015-49"
2015,50,22,12,0,"2015-50"
2015,51,33,18,0,"2015-51"
2015,52,21,9,0,"2015-52"
2015,53,19,4,0,"2015-53"
2016,1,45,16,0,"2016-1"
2016,2,48,17,0,"2016-2"
2016,3,74,26,0,"2016-3"
2016,4,78,27,0,"2016-4"
2016,5,51,16,0,"2016-5"
2016,6,40,19,0,"2016-6"
2016,7,76,34,0,"2016-7"
2016,8,60,25,0,"2016-8"
2016,9,53,16,0,"2016-9"
2016,10,59,18,0,"2016-10"
2016,11,63,33,0,"2016-11"
2016,12,47,21,0,"2016-12"
2016,13,34,19,0,"2016-13"
2016,14,39,27,0,"2016-14"
2016,15,43,35,0,"2016-15"
2016,16,44,25,0,"2016-16"
2016,17,42,24,0,"2016-17"
2016,18,18,9,0,"2016-18"
2016,19,33,19,0,"2016-19"
2016,20,42,19,0,"2016-20"
2016,21,42,14,0,"2016-21"
2016,22,40,18,0,"2016-22"
2016,23,59,39,0,"2016-23"
2016,24,50,27,0,"2016-24"
2016,25,74,47,0,"2016-25"
2016,26,84,58,0,"2016-26"
2016,27,64,39,0,"2016-27"
2016,28,124,80,0,"2016-28"
2016,29,115,94,1,"2016-29"
2016,30,125,89,0,"2016-30"
2016,31,127,95,0,"2016-31"
2016,32,90,73,0,"2016-32"
2016,33,88,68,0,"2016-33"
2016,34,79,54,0,"2016-34"
2016,35,65,37,0,"2016-35"
2016,36,44,27,0,"2016-36"
2016,37,64,34,0,"2016-37"
2016,38,62,32,0,"2016-38"
2016,39,58,35,0,"2016-39"
2016,40,77,40,0,"2016-40"
2016,41,90,50,0,"2016-41"
2016,42,52,38,0,"2016-42"
2016,43,46,29,0,"2016-43"
2016,44,54,32,0,"2016-44"
2016,45,50,34,0,"2016-45"
2016,46,49,26,0,"2016-46"
2016,47,68,38,0,"2016-47"
2016,48,33,20,0,"2016-48"
2016,49,34,19,0,"2016-49"
2016,50,33,22,0,"2016-50"
2016,51,23,11,0,"2016-51"
2016,52,39,25,0,"2016-52"
2017,1,39,23,0,"2017-1"
2017,2,57,43,0,"2017-2"
2017,3,60,46,0,"2017-3"
2017,4,40,22,0,"2017-4"
2017,5,54,43,0,"2017-5"
2017,6,53,46,0,"2017-6"
2017,7,47,30,0,"2017-7"
2017,8,38,28,0,"2017-8"
2017,9,46,29,0,"2017-9"
2017,10,38,28,0,"2017-10"
2017,11,30,15,0,"2017-11"
2017,12,38,16,0,"2017-12"
2017,13,34,13,0,"2017-13"
2017,14,24,14,0,"2017-14"
2017,15,33,9,0,"2017-15"
2017,16,54,25,0,"2017-16"
2017,17,52,25,0,"2017-17"
2017,18,58,26,0,"2017-18"
2017,19,67,30,0,"2017-19"
2017,20,97,60,0,"2017-20"
2017,21,88,48,0,"2017-21"
2017,22,75,43,0,"2017-22"
2017,23,98,54,0,"2017-23"
2017,24,91,49,0,"2017-24"
2017,25,76,44,0,"2017-25"
2017,26,63,30,0,"2017-26"
2017,27,99,57,0,"2017-27"
2017,28,74,40,0,"2017-28"
2017,29,105,42,0,"2017-29"
2017,30,109,34,0,"2017-30"
2017,31,231,97,0,"2017-31"
2017,32,269,128,0,"2017-32"
2017,33,256,103,0,"2017-33"
2017,34,220,109,0,"2017-34"
2017,35,192,124,0,"2017-35"
2017,36,167,114,0,"2017-36"
2017,37,173,124,0,"2017-37"
2017,38,151,111,0,"2017-38"
2017,39,137,94,0,"2017-39"
2017,40,125,89,0,"2017-40"
2017,41,111,66,0,"2017-41"
2017,42,86,55,0,"2017-42"
2017,43,103,57,0,"2017-43"
2017,44,101,52,0,"2017-44"
2017,45,85,30,0,"2017-45"
2017,46,63,21,0,"2017-46"
2017,47,61,20,0,"2017-47"
2017,48,53,13,0,"2017-48"
2017,49,54,18,0,"2017-49"
2017,50,53,18,0,"2017-50"
2017,51,32,11,0,"2017-51"
2017,52,17,6,0,"2017-52"
2018,1,44,21,0,"2018-1"
2018,2,71,25,0,"2018-2"
2018,3,72,18,0,"2018-3"
2018,4,67,26,0,"2018-4"
2018,5,61,24,0,"2018-5"
2018,6,79,30,0,"2018-6"
2018,7,39,13,0,"2018-7"
2018,8,53,17,0,"2018-8"
2018,9,57,13,0,"2018-9"
2018,10,81,30,0,"2018-10"
2018,11,66,21,0,"2018-11"
2018,12,31,13,0,"2018-12"
2018,13,38,9,0,"2018-13"
2018,14,36,12,0,"2018-14"
2018,15,36,7,0,"2018-15"
2018,16,35,12,0,"2018-16"
2018,17,35,12,0,"2018-17"
2018,18,43,8,0,"2018-18"
2018,19,53,13,0,"2018-19"
2018,20,62,12,0,"2018-20"
2018,21,28,6,0,"2018-21"
2018,22,54,10,0,"2018-22"
2018,23,39,3,0,"2018-23"
2018,24,56,11,0,"2018-24"
2018,25,47,12,0,"2018-25"
2018,26,45,9,0,"2018-26"
2018,27,56,19,0,"2018-27"
2018,28,49,16,0,"2018-28"
2018,29,62,14,0,"2018-29"
2018,30,67,36,0,"2018-30"
2018,31,83,33,0,"2018-31"
2018,32,79,41,0,"2018-32"
2018,33,70,17,0,"2018-33"
2018,34,50,13,0,"2018-34"
2018,35,57,24,0,"2018-35"
2018,36,83,28,0,"2018-36"
2018,37,69,31,0,"2018-37"
2018,38,57,21,0,"2018-38"
2018,39,100,42,0,"2018-39"
2018,40,115,39,0,"2018-40"
2018,41,73,14,0,"2018-41"
2018,42,70,38,0,"2018-42"
2018,43,85,29,0,"2018-43"
2018,44,95,32,0,"2018-44"
2018,45,92,38,0,"2018-45"
2018,46,93,40,0,"2018-46"
2018,47,124,54,0,"2018-47"
2018,48,99,53,0,"2018-48"
2018,49,92,53,0,"2018-49"
2018,50,55,37,0,"2018-50"
2018,51,73,34,0,"2018-51"
2018,52,61,24,0,"2018-52"
2019,1,62,17,0,"2019-1"
2019,2,101,36,0,"2019-2"
2019,3,115,32,0,"2019-3"
2019,4,105,26,0,"2019-4"
2019,5,115,44,0,"2019-5"
2019,6,49,14,0,"2019-6"
2019,7,93,31,0,"2019-7"
2019,8,96,30,0,"2019-8"
2019,9,97,33,0,"2019-9"
2019,10,61,29,0,"2019-10"
2019,11,54,14,0,"2019-11"
2019,12,59,26,0,"2019-12"
2019,13,62,20,0,"2019-13"
2019,14,38,10,0,"2019-14"
2019,15,61,12,0,"2019-15"
2019,16,26,6,0,"2019-16"
2019,17,40,9,0,"2019-17"
2019,18,38,12,0,"2019-18"
2019,19,26,9,0,"2019-19"
2019,20,32,7,0,"2019-20"
2019,21,23,4,0,"2019-21"
2019,22,23,8,0,"2019-22"
2019,23,21,5,0,"2019-23"
2019,24,39,17,0,"2019-24"
2019,25,68,26,0,"2019-25"
2019,26,137,42,0,"2019-26"
2019,27,106,27,0,"2019-27"
2019,28,148,43,0,"2019-28"
2019,29,150,42,0,"2019-29"
2019,30,108,25,0,"2019-30"
2019,31,103,24,0,"2019-31"
2019,32,93,39,0,"2019-32"
2019,33,59,15,0,"2019-33"
2019,34,78,22,0,"2019-34"
2019,35,87,26,0,"2019-35"
2019,36,90,40,0,"2019-36"
2019,37,83,33,0,"2019-37"
2019,38,70,27,0,"2019-38"
2019,39,94,42,0,"2019-39"
2019,40,101,47,0,"2019-40"
2019,41,98,54,0,"2019-41"
2019,42,103,44,0,"2019-42"
2019,43,88,31,0,"2019-43"
2019,44,119,41,0,"2019-44"
2019,45,93,34,0,"2019-45"
2019,46,95,32,0,"2019-46"
2019,47,98,32,0,"2019-47"
2019,48,118,47,0,"2019-48"
2019,49,122,29,0,"2019-49"
2019,50,109,22,0,"2019-50"
2019,51,144,30,0,"2019-51"
2019,52,110,24,0,"2019-52"
2020,1,97,20,0,"2020-1"
2020,2,218,37,0,"2020-2"
2020,3,297,52,0,"2020-3"
2020,4,227,55,0,"2020-4"
2020,5,221,54,0,"2020-5"
2020,6,188,46,0,"2020-6"
2020,7,92,24,0,"2020-7"
2020,8,100,37,0,"2020-8"
2020,9,119,56,0,"2020-9"
2020,10,121,68,0,"2020-10"
2020,11,63,28,0,"2020-11"
2020,12,61,32,0,"2020-12"
2020,13,19,11,0,"2020-13"
2020,14,17,6,0,"2020-14"
2020,15,2,1,0,"2020-15"
2020,16,7,4,0,"2020-16"
2020,17,1,1,0,"2020-17"
2020,18,0,0,0,"2020-18"
2020,19,0,0,0,"2020-19"
2020,20,1,1,0,"2020-20"
2020,21,0,0,0,"2020-21"
2020,22,0,0,0,"2020-22"
2020,23,0,0,0,"2020-23"
2020,24,0,0,0,"2020-24"
2020,25,0,0,0,"2020-25"
2020,26,0,0,0,"2020-26"
2020,27,1,1,0,"2020-27"
2020,28,0,0,0,"2020-28"
2020,29,2,2,0,"2020-29"
2020,30,8,2,0,"2020-30"
2020,31,2,2,0,"2020-31"
2020,32,9,7,0,"2020-32"
2020,33,11,6,0,"2020-33"
2020,34,5,4,0,"2020-34"
2020,35,8,8,0,"2020-35"
2020,36,13,13,0,"2020-36"
2020,37,11,9,0,"2020-37"
2020,38,30,29,0,"2020-38"
2020,39,11,11,0,"2020-39"
2020,40,21,21,0,"2020-40"
2020,41,22,22,0,"2020-41"
2020,42,23,23,0,"2020-42"
2020,43,22,22,0,"2020-43"
2020,44,24,24,0,"2020-44"
2020,45,27,27,0,"2020-45"
2020,46,23,23,0,"2020-46"
2020,47,24,24,0,"2020-47"
2020,48,23,23,0,"2020-48"
2020,49,28,28,0,"2020-49"
2020,50,17,17,0,"2020-50"
2020,51,33,33,0,"2020-51"
2020,52,5,5,0,"2020-52"
2020,53,10,10,0,"2020-53"
