"Year","Week","SPEC_PROCESSED_NB","AH1N12009","AH3","ANOTSUBTYPED","AH1"
2001,43,1583,0,9,8,0
2001,44,1704,0,6,6,1
2001,45,1843,0,12,1,0
2001,46,2096,0,37,8,0
2001,47,2052,0,25,5,0
2001,48,2401,0,50,23,0
2001,49,2331,0,34,43,1
2001,50,2434,0,39,69,2
2001,51,2915,0,44,118,3
2001,52,2621,0,51,168,0
2002,1,3531,0,108,234,0
2002,2,3900,0,144,390,0
2002,3,4696,0,268,653,1
2002,4,5816,0,387,840,4
2002,5,6466,0,450,997,3
2002,6,7191,0,613,1001,6
2002,7,7572,0,615,1160,4
2002,8,7358,0,538,1216,11
2002,9,6217,0,384,947,8
2002,10,5368,0,264,730,7
2002,11,4337,0,156,475,6
2002,12,3763,0,103,254,2
2002,13,3332,0,44,127,3
2002,14,2660,0,20,72,3
2002,15,2329,0,17,40,4
2002,16,2001,0,18,12,6
2002,17,1820,0,9,8,1
2002,18,1643,0,11,7,1
2002,19,1655,0,0,4,1
2002,20,1467,0,0,1,1
2002,21,1302,0,0,3,0
2002,22,995,0,0,2,0
2002,23,948,0,0,1,0
2002,24,850,0,0,0,0
2002,25,692,0,0,0,0
2002,26,700,0,0,0,0
2002,27,490,0,0,0,0
2002,28,591,0,0,0,0
2002,29,578,0,0,0,0
2002,30,601,0,0,1,0
2002,31,530,0,0,0,0
2002,32,566,0,0,0,0
2002,33,516,0,0,0,0
2002,34,533,0,0,0,0
2002,35,588,0,0,0,0
2002,36,482,0,0,0,0
2002,37,561,0,0,0,0
2002,38,475,0,1,1,0
2002,39,391,0,0,0,0
2002,40,1443,0,0,0,0
2002,41,1517,0,0,1,1
2002,42,1590,0,0,0,0
2002,43,1774,0,0,1,4
2002,44,1636,0,0,3,0
2002,45,1988,0,2,0,0
2002,46,2107,0,0,6,0
2002,47,2091,0,0,4,2
2002,48,1900,0,3,5,1
2002,49,2414,0,3,5,4
2002,50,2493,0,2,14,8
2002,51,2910,0,3,25,17
2002,52,2368,0,6,18,17
2003,1,2632,0,8,31,27
2003,2,2828,0,19,46,50
2003,3,3108,0,11,76,68
2003,4,3352,0,24,142,105
2003,5,4166,0,53,215,173
2003,6,4874,0,76,332,279
2003,7,4676,0,115,299,253
2003,8,4416,0,126,249,253
2003,9,4348,0,101,233,275
2003,10,3633,0,87,179,199
2003,11,3422,0,62,174,175
2003,12,3435,0,77,133,169
2003,13,2820,0,29,91,90
2003,14,2352,0,32,88,40
2003,15,2131,0,23,47,24
2003,16,1777,0,20,33,13
2003,17,1406,0,20,18,9
2003,18,1222,0,16,16,16
2003,19,1121,0,7,5,6
2003,20,931,0,3,3,7
2003,21,872,0,5,1,3
2003,22,705,0,2,0,0
2003,23,721,0,0,2,3
2003,24,683,0,3,0,0
2003,25,551,0,1,1,0
2003,26,439,0,1,0,1
2003,27,643,0,1,0,0
2003,28,632,0,2,1,0
2003,29,697,0,4,0,0
2003,30,636,0,4,0,0
2003,31,632,0,7,0,0
2003,32,632,0,2,0,0
2003,33,761,0,2,1,0
2003,34,649,0,0,0,0
2003,35,672,0,0,0,0
2003,36,512,0,0,2,0
2003,37,604,0,1,0,0
2003,38,535,0,1,1,0
2003,39,414,0,0,0,0
2003,40,1430,0,2,19,0
2003,41,1682,0,3,74,0
2003,42,2176,0,17,235,0
2003,43,2568,0,56,398,0
2003,44,2753,0,100,435,0
2003,45,3553,0,273,585,1
2003,46,4595,0,381,908,0
2003,47,5942,0,585,1375,0
2003,48,6479,0,489,1752,0
2003,49,9598,0,977,2260,0
2003,50,12422,0,1401,2660,0
2003,51,11783,0,1084,2525,0
2003,52,9748,0,569,1826,0
2003,53,8461,0,463,1226,0
2004,1,6936,0,280,573,0
2004,2,5411,0,169,331,0
2004,3,4329,0,96,161,0
2004,4,4166,0,93,70,0
2004,5,3661,0,46,58,1
2004,6,3530,0,24,36,0
2004,7,3136,0,29,19,0
2004,8,2559,0,16,10,0
2004,9,2651,0,4,6,0
2004,10,2369,0,2,6,0
2004,11,2239,0,4,7,0
2004,12,1801,0,5,4,0
2004,13,1850,0,3,5,0
2004,14,1778,0,0,1,0
2004,15,1564,0,0,3,0
2004,16,1449,0,2,11,0
2004,17,1377,0,0,4,0
2004,18,1298,0,0,3,0
2004,19,1241,0,0,0,0
2004,20,1105,0,0,1,0
2004,21,1055,0,1,2,0
2004,22,823,0,0,2,0
2004,23,793,0,0,1,0
2004,24,844,0,0,0,0
2004,25,741,0,1,1,0
2004,26,730,0,1,0,0
2004,27,573,0,0,0,0
2004,28,746,0,0,0,0
2004,29,563,0,0,0,0
2004,30,671,0,0,0,0
2004,31,628,0,1,0,0
2004,32,620,0,1,0,0
2004,33,647,0,0,0,0
2004,34,823,0,0,3,0
2004,35,827,0,4,0,0
2004,36,822,0,0,0,0
2004,37,907,0,1,4,0
2004,38,890,0,2,1,0
2004,39,919,0,4,8,0
2004,40,1860,0,5,3,0
2004,41,2154,0,10,3,0
2004,42,2412,0,16,12,0
2004,43,2620,0,13,12,0
2004,44,2771,0,19,10,0
2004,45,3074,0,28,10,0
2004,46,3310,0,41,30,0
2004,47,3111,0,18,22,0
2004,48,3826,0,65,40,0
2004,49,3846,0,88,73,0
2004,50,4359,0,114,126,1
2004,51,4509,0,186,290,1
2004,52,5807,0,340,510,0
2005,1,6921,0,405,712,2
2005,2,6646,0,308,634,2
2005,3,6948,0,377,892,2
2005,4,8010,0,514,1045,1
2005,5,8654,0,687,1214,0
2005,6,9684,0,640,1451,2
2005,7,10586,0,692,1398,2
2005,8,9710,0,524,1135,1
2005,9,8511,0,228,950,0
2005,10,7580,0,163,635,0
2005,11,6540,0,148,489,0
2005,12,5928,0,103,303,0
2005,13,5134,0,54,167,3
2005,14,3894,0,47,96,0
2005,15,3339,0,14,39,0
2005,16,2933,0,21,26,1
2005,17,2570,0,12,15,0
2005,18,2250,0,10,8,0
2005,19,2136,0,13,5,0
2005,20,1889,0,20,3,0
2005,21,1809,0,9,3,0
2005,22,1682,0,5,3,0
2005,23,1576,0,4,0,0
2005,24,1514,0,3,2,0
2005,25,1229,0,5,1,0
2005,26,1215,0,0,6,0
2005,27,1073,0,1,0,0
2005,28,991,0,0,0,0
2005,29,983,0,0,1,0
2005,30,1124,0,1,0,0
2005,31,1018,0,0,0,0
2005,32,964,0,3,1,0
2005,33,989,0,0,5,1
2005,34,1016,0,2,2,0
2005,35,1054,0,2,3,0
2005,36,1031,0,1,0,0
2005,37,1099,0,4,0,0
2005,38,1280,0,2,0,0
2005,39,1421,0,2,4,0
2005,40,1894,0,6,4,0
2005,41,2191,0,6,4,0
2005,42,2349,0,12,8,0
2005,43,2780,0,6,6,0
2005,44,2890,0,13,7,0
2005,45,3320,0,21,14,1
2005,46,3861,0,18,23,2
2005,47,3268,0,19,30,0
2005,48,4056,0,57,56,1
2005,49,3863,0,126,79,1
2005,50,4618,0,269,125,0
2005,51,5418,0,296,383,1
2005,52,5829,0,336,425,2
2006,1,6417,0,259,468,1
2006,2,6378,0,297,520,4
2006,3,6255,0,285,565,4
2006,4,6732,0,308,714,4
2006,5,7029,0,314,779,6
2006,6,7226,0,321,825,9
2006,7,8105,0,372,1013,17
2006,8,7948,0,364,1003,16
2006,9,7978,0,435,942,29
2006,10,7819,0,411,881,54
2006,11,6995,0,276,624,40
2006,12,6444,0,181,498,79
2006,13,5424,0,134,340,63
2006,14,4459,0,53,202,38
2006,15,4032,0,51,142,24
2006,16,3499,0,30,74,24
2006,17,2675,0,2,53,10
2006,18,2516,0,7,53,7
2006,19,2453,0,0,49,12
2006,20,2399,0,1,41,6
2006,21,2058,0,0,28,9
2006,22,1663,0,0,19,9
2006,23,1444,0,0,8,9
2006,24,1267,0,0,11,3
2006,25,1178,0,0,2,2
2006,26,1017,0,1,2,3
2006,27,907,0,0,4,2
2006,28,914,0,1,6,0
2006,29,917,0,0,9,0
2006,30,863,0,1,8,6
2006,31,943,0,0,16,3
2006,32,899,0,0,9,1
2006,33,862,0,0,7,3
2006,34,898,0,0,9,3
2006,35,907,0,0,8,5
2006,36,881,0,0,8,5
2006,37,1067,0,0,17,13
2006,38,996,0,0,11,22
2006,39,971,0,0,13,13
2006,40,2309,0,2,26,13
2006,41,2502,0,1,37,20
2006,42,2900,0,4,37,17
2006,43,3237,0,2,46,13
2006,44,3765,0,1,75,25
2006,45,4262,0,1,93,18
2006,46,4525,0,2,74,25
2006,47,4538,0,2,110,21
2006,48,5642,0,1,111,43
2006,49,5805,0,2,145,55
2006,50,6686,0,9,306,106
2006,51,7083,0,10,392,194
2006,52,6777,0,14,366,201
2007,1,6711,0,14,240,128
2007,2,6430,0,35,293,180
2007,3,6200,0,44,420,174
2007,4,7200,0,86,760,310
2007,5,8261,0,107,1172,367
2007,6,8986,0,133,1491,497
2007,7,9780,0,133,1544,430
2007,8,9947,0,156,1388,297
2007,9,8634,0,192,1006,201
