"Year","Week","SPEC_PROCESSED_NB","AH1N12009","AH3","ANOTSUBTYPED","AH1"
1999,16,1368,0,11,17,0
1999,17,1108,0,5,20,0
1999,18,982,0,3,10,0
1999,19,801,0,0,5,0
1999,20,618,0,0,6,0
1999,21,239,0,0,7,0
1999,22,97,0,0,1,0
1999,23,20,0,0,0,0
1999,24,0,0,0,0,0
1999,25,0,0,0,0,0
1999,26,0,0,0,0,0
1999,27,0,0,0,0,0
1999,28,0,0,0,0,0
1999,29,0,0,0,0,0
1999,30,0,0,0,0,0
1999,31,0,0,0,0,0
1999,32,0,0,0,0,0
1999,33,0,0,0,0,0
1999,34,0,0,0,0,0
1999,35,0,0,0,0,0
1999,36,0,0,0,0,0
1999,37,0,0,0,0,0
1999,38,0,0,0,0,0
1999,39,0,0,0,0,0
1999,40,1687,0,11,7,0
1999,41,1883,0,10,9,0
1999,42,2097,0,18,26,0
1999,43,2162,0,31,26,0
1999,44,2454,0,60,34,0
1999,45,2576,0,82,66,0
1999,46,2862,0,137,94,0
1999,47,2709,0,131,154,0
1999,48,3845,0,207,320,0
1999,49,4422,0,189,653,2
1999,50,5597,0,284,1017,1
1999,51,5575,0,341,1382,2
1999,52,7323,0,376,1768,3
2000,1,8423,0,378,1722,2
2000,2,7722,0,464,1179,0
2000,3,6242,0,302,737,2
2000,4,5482,0,244,443,3
2000,5,4550,0,153,321,10
2000,6,4059,0,126,275,7
2000,7,3523,0,69,178,10
2000,8,3142,0,41,132,18
2000,9,2698,0,26,60,9
2000,10,2195,0,18,29,22
2000,11,1960,0,7,22,19
2000,12,1879,0,1,16,13
2000,13,1708,0,3,8,7
2000,14,1506,0,1,8,6
2000,15,1294,0,0,8,9
2000,16,1212,0,5,10,3
2000,17,1108,0,0,9,3
2000,18,1061,0,0,2,2
2000,19,947,0,0,1,0
2000,20,865,0,0,0,0
2000,21,772,0,0,2,2
2000,22,620,0,0,2,1
2000,23,666,0,0,1,0
2000,24,680,0,0,0,0
2000,25,565,0,0,0,0
2000,26,551,0,0,0,0
2000,27,26,0,0,0,0
2000,28,41,0,0,0,0
2000,29,28,0,0,0,0
2000,30,5,0,0,0,0
2000,31,1,0,0,0,0
2000,32,0,0,0,0,0
2000,33,0,0,0,0,0
2000,34,0,0,0,0,0
2000,35,0,0,0,0,0
2000,36,0,0,0,0,0
2000,37,0,0,0,0,0
2000,38,0,0,0,0,0
2000,39,0,0,0,0,0
2000,40,1387,0,0,0,0
2000,41,1490,0,0,2,2
2000,42,1691,0,0,1,1
2000,43,1683,0,3,2,7
2000,44,1964,0,1,2,10
2000,45,1862,0,1,5,24
2000,46,2183,0,1,12,17
2000,47,2201,0,2,31,20
2000,48,2505,0,1,30,31
2000,49,2841,0,3,66,51
2000,50,3275,0,3,107,61
2000,51,3370,0,2,175,114
2000,52,3310,0,0,209,118
2001,1,3821,0,5,192,147
2001,2,4563,0,5,329,203
2001,3,5121,0,2,500,257
2001,4,5729,0,5,550,286
2001,5,5914,0,1,455,258
2001,6,5619,0,3,291,186
2001,7,4920,0,4,184,101
2001,8,4571,0,5,121,74
2001,9,4321,0,7,70,41
2001,10,3793,0,1,39,36
2001,11,3368,0,2,21,24
2001,12,3132,0,3,19,6
2001,13,2788,0,1,9,16
2001,14,2386,0,0,5,5
2001,15,2020,0,1,7,0
2001,16,1825,0,0,1,2
2001,17,1640,0,0,0,0
2001,18,1528,0,0,1,0
2001,19,1359,0,0,1,0
2001,20,1317,0,0,0,0
2001,21,1125,0,0,1,0
2001,22,977,0,0,2,0
2001,23,523,0,0,0,1
2001,24,38,0,0,1,0
2001,25,50,0,0,0,0
2001,26,52,0,0,0,0
2001,27,23,0,0,0,0
2001,28,37,0,0,0,0
2001,29,22,0,0,0,0
2001,30,26,0,0,0,0
2001,31,24,0,0,0,0
2001,32,24,0,0,0,0
2001,33,43,0,0,0,0
2001,34,34,0,0,0,0
2001,35,16,0,0,0,0
2001,36,19,0,0,0,0
2001,37,9,0,0,0,0
2001,38,7,0,0,0,0
2001,39,0,0,0,0,0
2001,40,1154,0,4,3,0
2001,41,1415,0,2,3,0
2001,42,1468,0,3,5,0
